year,season,countyfips,county,state,UV,hover
2004,Summer,36107,Tioga,NY,NA,Tioga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36107,Tioga,NY,340.34,Tioga <br> Seasonal EDR 21.11 <br> Seasonal I305 2.59 <br> Seasonal I380 149.62 <br>
2004,Fall,36109,Tompkins,NY,758.08,Tompkins <br> Seasonal EDR 42.35 <br> Seasonal I305 8.53 <br> Seasonal I380 242.92 <br>
2004,Spring,36109,Tompkins,NY,NA,Tompkins <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36109,Tompkins,NY,NA,Tompkins <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36109,Tompkins,NY,310.51,Tompkins <br> Seasonal EDR 19.08 <br> Seasonal I305 2.24 <br> Seasonal I380 149.25 <br>
2004,Fall,36111,Ulster,NY,1045.61,Ulster <br> Seasonal EDR 58.3 <br> Seasonal I305 12.83 <br> Seasonal I380 313.82 <br>
2004,Spring,36111,Ulster,NY,NA,Ulster <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36111,Ulster,NY,NA,Ulster <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36111,Ulster,NY,411.5,Ulster <br> Seasonal EDR 25.25 <br> Seasonal I305 3.05 <br> Seasonal I380 189.9 <br>
2004,Fall,36113,Warren,NY,871.74,Warren <br> Seasonal EDR 49.17 <br> Seasonal I305 9.76 <br> Seasonal I380 300.3 <br>
2004,Spring,36113,Warren,NY,NA,Warren <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36113,Warren,NY,NA,Warren <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36113,Warren,NY,291.36,Warren <br> Seasonal EDR 18.06 <br> Seasonal I305 1.92 <br> Seasonal I380 146.99 <br>
2004,Fall,36115,Washington,NY,832.52,Washington <br> Seasonal EDR 47.58 <br> Seasonal I305 9.67 <br> Seasonal I380 303.03 <br>
2004,Spring,36115,Washington,NY,NA,Washington <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36115,Washington,NY,NA,Washington <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36115,Washington,NY,297.11,Washington <br> Seasonal EDR 18.26 <br> Seasonal I305 1.87 <br> Seasonal I380 143.5 <br>
2004,Fall,36117,Wayne,NY,811.3,Wayne <br> Seasonal EDR 46.85 <br> Seasonal I305 8.03 <br> Seasonal I380 294.33 <br>
2004,Spring,36117,Wayne,NY,NA,Wayne <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36117,Wayne,NY,NA,Wayne <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36117,Wayne,NY,310.79,Wayne <br> Seasonal EDR 19.03 <br> Seasonal I305 1.74 <br> Seasonal I380 140.82 <br>
2004,Fall,36119,Westchester,NY,1141.54,Westchester <br> Seasonal EDR 63.53 <br> Seasonal I305 13.63 <br> Seasonal I380 378.86 <br>
2004,Spring,36119,Westchester,NY,NA,Westchester <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36119,Westchester,NY,NA,Westchester <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36119,Westchester,NY,484.96,Westchester <br> Seasonal EDR 29.72 <br> Seasonal I305 3.35 <br> Seasonal I380 244.06 <br>
2004,Fall,36121,Wyoming,NY,898.52,Wyoming <br> Seasonal EDR 51.9 <br> Seasonal I305 10.78 <br> Seasonal I380 293.14 <br>
2004,Spring,36121,Wyoming,NY,NA,Wyoming <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36121,Wyoming,NY,NA,Wyoming <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36121,Wyoming,NY,311.49,Wyoming <br> Seasonal EDR 19.33 <br> Seasonal I305 2.02 <br> Seasonal I380 145.15 <br>
2004,Fall,36123,Yates,NY,797.88,Yates <br> Seasonal EDR 45.74 <br> Seasonal I305 8.13 <br> Seasonal I380 264.73 <br>
2004,Spring,36123,Yates,NY,NA,Yates <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,36123,Yates,NY,NA,Yates <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,36123,Yates,NY,315.68,Yates <br> Seasonal EDR 19.45 <br> Seasonal I305 2.3 <br> Seasonal I380 164.79 <br>
2004,Fall,39001,Adams,OH,1316.31,Adams <br> Seasonal EDR 75.69 <br> Seasonal I305 17.54 <br> Seasonal I380 378.76 <br>
2004,Spring,39001,Adams,OH,NA,Adams <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39001,Adams,OH,NA,Adams <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39001,Adams,OH,533.99,Adams <br> Seasonal EDR 32.52 <br> Seasonal I305 4.98 <br> Seasonal I380 248.81 <br>
2004,Fall,39003,Allen,OH,1304.59,Allen <br> Seasonal EDR 70.53 <br> Seasonal I305 16.83 <br> Seasonal I380 392.59 <br>
2004,Spring,39003,Allen,OH,NA,Allen <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39003,Allen,OH,NA,Allen <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39003,Allen,OH,351.24,Allen <br> Seasonal EDR 21.42 <br> Seasonal I305 2.81 <br> Seasonal I380 129.28 <br>
2004,Fall,39005,Ashland,OH,1089.76,Ashland <br> Seasonal EDR 62.51 <br> Seasonal I305 14.87 <br> Seasonal I380 388.97 <br>
2004,Spring,39005,Ashland,OH,NA,Ashland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39005,Ashland,OH,NA,Ashland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39005,Ashland,OH,321.35,Ashland <br> Seasonal EDR 19.6 <br> Seasonal I305 2.4 <br> Seasonal I380 141.96 <br>
2004,Fall,39007,Ashtabula,OH,973.4,Ashtabula <br> Seasonal EDR 55.72 <br> Seasonal I305 11.86 <br> Seasonal I380 297.47 <br>
2004,Spring,39007,Ashtabula,OH,NA,Ashtabula <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39007,Ashtabula,OH,NA,Ashtabula <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39007,Ashtabula,OH,300,Ashtabula <br> Seasonal EDR 18.39 <br> Seasonal I305 1.92 <br> Seasonal I380 137.44 <br>
2004,Fall,39009,Athens,OH,1215.56,Athens <br> Seasonal EDR 69.99 <br> Seasonal I305 15.16 <br> Seasonal I380 387.33 <br>
2004,Spring,39009,Athens,OH,NA,Athens <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39009,Athens,OH,NA,Athens <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39009,Athens,OH,488.5,Athens <br> Seasonal EDR 29.81 <br> Seasonal I305 4.46 <br> Seasonal I380 194.93 <br>
2004,Fall,39011,Auglaize,OH,1190.04,Auglaize <br> Seasonal EDR 68.65 <br> Seasonal I305 15.6 <br> Seasonal I380 399.2 <br>
2004,Spring,39011,Auglaize,OH,NA,Auglaize <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39011,Auglaize,OH,NA,Auglaize <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39011,Auglaize,OH,335.55,Auglaize <br> Seasonal EDR 20.51 <br> Seasonal I305 2.73 <br> Seasonal I380 145.39 <br>
2004,Fall,39013,Belmont,OH,1143.88,Belmont <br> Seasonal EDR 64.57 <br> Seasonal I305 14.23 <br> Seasonal I380 307.42 <br>
2004,Spring,39013,Belmont,OH,NA,Belmont <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39013,Belmont,OH,NA,Belmont <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39013,Belmont,OH,493.54,Belmont <br> Seasonal EDR 30.11 <br> Seasonal I305 3.4 <br> Seasonal I380 234 <br>
2004,Fall,39015,Brown,OH,1355.77,Brown <br> Seasonal EDR 78.03 <br> Seasonal I305 17.99 <br> Seasonal I380 378.52 <br>
2004,Spring,39015,Brown,OH,NA,Brown <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39015,Brown,OH,NA,Brown <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39015,Brown,OH,488.78,Brown <br> Seasonal EDR 29.58 <br> Seasonal I305 4.91 <br> Seasonal I380 210.11 <br>
2004,Fall,39017,Butler,OH,1276.38,Butler <br> Seasonal EDR 72.45 <br> Seasonal I305 16.5 <br> Seasonal I380 334.8 <br>
2004,Spring,39017,Butler,OH,NA,Butler <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39017,Butler,OH,NA,Butler <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39017,Butler,OH,401.69,Butler <br> Seasonal EDR 24.42 <br> Seasonal I305 3.61 <br> Seasonal I380 166.24 <br>
2004,Fall,39019,Carroll,OH,1119.64,Carroll <br> Seasonal EDR 63.79 <br> Seasonal I305 15.03 <br> Seasonal I380 368.43 <br>
2004,Spring,39019,Carroll,OH,NA,Carroll <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39019,Carroll,OH,NA,Carroll <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39019,Carroll,OH,423.97,Carroll <br> Seasonal EDR 25.95 <br> Seasonal I305 3.42 <br> Seasonal I380 178.85 <br>
2004,Fall,39021,Champaign,OH,1258.67,Champaign <br> Seasonal EDR 72.25 <br> Seasonal I305 15.64 <br> Seasonal I380 406.64 <br>
2004,Spring,39021,Champaign,OH,NA,Champaign <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39021,Champaign,OH,NA,Champaign <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39021,Champaign,OH,394.03,Champaign <br> Seasonal EDR 24.05 <br> Seasonal I305 3.42 <br> Seasonal I380 157.31 <br>
2004,Fall,39023,Clark,OH,1258.5,Clark <br> Seasonal EDR 72.68 <br> Seasonal I305 16.09 <br> Seasonal I380 407.17 <br>
2004,Spring,39023,Clark,OH,NA,Clark <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39023,Clark,OH,NA,Clark <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39023,Clark,OH,436.1,Clark <br> Seasonal EDR 26.5 <br> Seasonal I305 3.8 <br> Seasonal I380 155.1 <br>
2004,Fall,39025,Clermont,OH,1329.09,Clermont <br> Seasonal EDR 73.35 <br> Seasonal I305 17.97 <br> Seasonal I380 389.68 <br>
2004,Spring,39025,Clermont,OH,NA,Clermont <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39025,Clermont,OH,NA,Clermont <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39025,Clermont,OH,464.02,Clermont <br> Seasonal EDR 28.12 <br> Seasonal I305 4.5 <br> Seasonal I380 190.17 <br>
2004,Fall,39027,Clinton,OH,1270.71,Clinton <br> Seasonal EDR 73.35 <br> Seasonal I305 16.11 <br> Seasonal I380 374.6 <br>
2004,Spring,39027,Clinton,OH,NA,Clinton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39027,Clinton,OH,NA,Clinton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39027,Clinton,OH,371.36,Clinton <br> Seasonal EDR 22.63 <br> Seasonal I305 3.79 <br> Seasonal I380 157.55 <br>
2004,Fall,39029,Columbiana,OH,1095.59,Columbiana <br> Seasonal EDR 62.29 <br> Seasonal I305 14.13 <br> Seasonal I380 335.25 <br>
2004,Spring,39029,Columbiana,OH,NA,Columbiana <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39029,Columbiana,OH,NA,Columbiana <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39029,Columbiana,OH,339.21,Columbiana <br> Seasonal EDR 20.66 <br> Seasonal I305 3.16 <br> Seasonal I380 164.21 <br>
2004,Fall,39031,Coshocton,OH,1178.33,Coshocton <br> Seasonal EDR 67.59 <br> Seasonal I305 15.34 <br> Seasonal I380 371.93 <br>
2004,Spring,39031,Coshocton,OH,NA,Coshocton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39031,Coshocton,OH,NA,Coshocton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39031,Coshocton,OH,416.23,Coshocton <br> Seasonal EDR 25.33 <br> Seasonal I305 3.23 <br> Seasonal I380 197.3 <br>
2004,Fall,39033,Crawford,OH,1208.44,Crawford <br> Seasonal EDR 69 <br> Seasonal I305 15.45 <br> Seasonal I380 402.03 <br>
2004,Spring,39033,Crawford,OH,NA,Crawford <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39033,Crawford,OH,NA,Crawford <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39033,Crawford,OH,345.73,Crawford <br> Seasonal EDR 21.07 <br> Seasonal I305 2.64 <br> Seasonal I380 138.41 <br>
2004,Fall,39035,Cuyahoga,OH,1067.33,Cuyahoga <br> Seasonal EDR 61.07 <br> Seasonal I305 14.21 <br> Seasonal I380 333.71 <br>
2004,Spring,39035,Cuyahoga,OH,NA,Cuyahoga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39035,Cuyahoga,OH,NA,Cuyahoga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39035,Cuyahoga,OH,352.75,Cuyahoga <br> Seasonal EDR 21.55 <br> Seasonal I305 2.53 <br> Seasonal I380 155.21 <br>
2004,Fall,39037,Darke,OH,1261.49,Darke <br> Seasonal EDR 72.81 <br> Seasonal I305 17.82 <br> Seasonal I380 397.25 <br>
2004,Spring,39037,Darke,OH,NA,Darke <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39037,Darke,OH,NA,Darke <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39037,Darke,OH,328.41,Darke <br> Seasonal EDR 19.99 <br> Seasonal I305 3.21 <br> Seasonal I380 124.61 <br>
2004,Fall,39039,Defiance,OH,1140.88,Defiance <br> Seasonal EDR 65.29 <br> Seasonal I305 13.16 <br> Seasonal I380 389.96 <br>
2004,Spring,39039,Defiance,OH,NA,Defiance <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39039,Defiance,OH,NA,Defiance <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39039,Defiance,OH,293.57,Defiance <br> Seasonal EDR 17.99 <br> Seasonal I305 2.19 <br> Seasonal I380 126.88 <br>
2004,Fall,39041,Delaware,OH,1203.6,Delaware <br> Seasonal EDR 67.54 <br> Seasonal I305 15.44 <br> Seasonal I380 379.66 <br>
2004,Spring,39041,Delaware,OH,NA,Delaware <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39041,Delaware,OH,NA,Delaware <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39041,Delaware,OH,359.83,Delaware <br> Seasonal EDR 21.88 <br> Seasonal I305 3.03 <br> Seasonal I380 138.44 <br>
2004,Fall,39043,Erie,OH,1155.52,Erie <br> Seasonal EDR 64.63 <br> Seasonal I305 15.05 <br> Seasonal I380 382.52 <br>
2004,Spring,39043,Erie,OH,NA,Erie <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39043,Erie,OH,NA,Erie <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39043,Erie,OH,341.44,Erie <br> Seasonal EDR 20.91 <br> Seasonal I305 2.51 <br> Seasonal I380 155.7 <br>
2004,Fall,39045,Fairfield,OH,1246.78,Fairfield <br> Seasonal EDR 71.06 <br> Seasonal I305 16.37 <br> Seasonal I380 341.59 <br>
2004,Spring,39045,Fairfield,OH,NA,Fairfield <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39045,Fairfield,OH,NA,Fairfield <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39045,Fairfield,OH,436.83,Fairfield <br> Seasonal EDR 26.56 <br> Seasonal I305 3.36 <br> Seasonal I380 201.84 <br>
2004,Fall,39047,Fayette,OH,1166.98,Fayette <br> Seasonal EDR 67.25 <br> Seasonal I305 14.98 <br> Seasonal I380 344.29 <br>
2004,Spring,39047,Fayette,OH,NA,Fayette <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39047,Fayette,OH,NA,Fayette <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39047,Fayette,OH,395.99,Fayette <br> Seasonal EDR 23.91 <br> Seasonal I305 3.37 <br> Seasonal I380 165.61 <br>
2004,Fall,39049,Franklin,OH,1187.94,Franklin <br> Seasonal EDR 66.23 <br> Seasonal I305 15.89 <br> Seasonal I380 318.52 <br>
2004,Spring,39049,Franklin,OH,NA,Franklin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39049,Franklin,OH,NA,Franklin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39049,Franklin,OH,375.34,Franklin <br> Seasonal EDR 22.93 <br> Seasonal I305 3.29 <br> Seasonal I380 149.41 <br>
2004,Fall,39051,Fulton,OH,1087.31,Fulton <br> Seasonal EDR 62.79 <br> Seasonal I305 13.35 <br> Seasonal I380 380 <br>
2004,Spring,39051,Fulton,OH,NA,Fulton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39051,Fulton,OH,NA,Fulton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39051,Fulton,OH,300.15,Fulton <br> Seasonal EDR 18.37 <br> Seasonal I305 2.33 <br> Seasonal I380 130.74 <br>
2004,Fall,39053,Gallia,OH,1360.96,Gallia <br> Seasonal EDR 77.87 <br> Seasonal I305 17.6 <br> Seasonal I380 391.08 <br>
2004,Spring,39053,Gallia,OH,NA,Gallia <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39053,Gallia,OH,NA,Gallia <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39053,Gallia,OH,491.19,Gallia <br> Seasonal EDR 29.8 <br> Seasonal I305 4.76 <br> Seasonal I380 251.12 <br>
2004,Fall,39055,Geauga,OH,1111.6,Geauga <br> Seasonal EDR 61.84 <br> Seasonal I305 14.36 <br> Seasonal I380 334.39 <br>
2004,Spring,39055,Geauga,OH,NA,Geauga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39055,Geauga,OH,NA,Geauga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39055,Geauga,OH,308.38,Geauga <br> Seasonal EDR 18.86 <br> Seasonal I305 2.23 <br> Seasonal I380 143.22 <br>
2004,Fall,39057,Greene,OH,1315.52,Greene <br> Seasonal EDR 72.75 <br> Seasonal I305 17.21 <br> Seasonal I380 372.39 <br>
2004,Spring,39057,Greene,OH,NA,Greene <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39057,Greene,OH,NA,Greene <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39057,Greene,OH,451.25,Greene <br> Seasonal EDR 27.42 <br> Seasonal I305 3.72 <br> Seasonal I380 167.89 <br>
2004,Fall,39059,Guernsey,OH,1244.35,Guernsey <br> Seasonal EDR 70.89 <br> Seasonal I305 15.21 <br> Seasonal I380 343.27 <br>
2004,Spring,39059,Guernsey,OH,NA,Guernsey <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39059,Guernsey,OH,NA,Guernsey <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39059,Guernsey,OH,451.77,Guernsey <br> Seasonal EDR 27.07 <br> Seasonal I305 3.27 <br> Seasonal I380 196.72 <br>
2004,Fall,39061,Hamilton,OH,1257.47,Hamilton <br> Seasonal EDR 72.27 <br> Seasonal I305 16.57 <br> Seasonal I380 372.18 <br>
2004,Spring,39061,Hamilton,OH,NA,Hamilton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39061,Hamilton,OH,NA,Hamilton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39061,Hamilton,OH,453.03,Hamilton <br> Seasonal EDR 27.43 <br> Seasonal I305 4.32 <br> Seasonal I380 191.27 <br>
2004,Fall,39063,Hancock,OH,1137.77,Hancock <br> Seasonal EDR 65.19 <br> Seasonal I305 15.29 <br> Seasonal I380 388.5 <br>
2004,Spring,39063,Hancock,OH,NA,Hancock <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39063,Hancock,OH,NA,Hancock <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39063,Hancock,OH,338.47,Hancock <br> Seasonal EDR 20.71 <br> Seasonal I305 2.43 <br> Seasonal I380 157.55 <br>
2004,Fall,39065,Hardin,OH,1184.06,Hardin <br> Seasonal EDR 68.56 <br> Seasonal I305 14.96 <br> Seasonal I380 395.1 <br>
2004,Spring,39065,Hardin,OH,NA,Hardin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39065,Hardin,OH,NA,Hardin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39065,Hardin,OH,343.38,Hardin <br> Seasonal EDR 20.94 <br> Seasonal I305 2.77 <br> Seasonal I380 135.94 <br>
2004,Fall,39067,Harrison,OH,1140.57,Harrison <br> Seasonal EDR 64.61 <br> Seasonal I305 14.9 <br> Seasonal I380 340.98 <br>
2004,Spring,39067,Harrison,OH,NA,Harrison <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39067,Harrison,OH,NA,Harrison <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39067,Harrison,OH,409.69,Harrison <br> Seasonal EDR 25 <br> Seasonal I305 3.72 <br> Seasonal I380 225.1 <br>
2004,Fall,39069,Henry,OH,1071.87,Henry <br> Seasonal EDR 61.46 <br> Seasonal I305 13.07 <br> Seasonal I380 385.81 <br>
2004,Spring,39069,Henry,OH,NA,Henry <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39069,Henry,OH,NA,Henry <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39069,Henry,OH,300.75,Henry <br> Seasonal EDR 18.52 <br> Seasonal I305 2.34 <br> Seasonal I380 137.2 <br>
2004,Fall,39071,Highland,OH,1291.71,Highland <br> Seasonal EDR 72.01 <br> Seasonal I305 16.3 <br> Seasonal I380 377.47 <br>
2004,Spring,39071,Highland,OH,NA,Highland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39071,Highland,OH,NA,Highland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39071,Highland,OH,489.34,Highland <br> Seasonal EDR 29.73 <br> Seasonal I305 4.62 <br> Seasonal I380 212.16 <br>
2004,Fall,39073,Hocking,OH,1242.83,Hocking <br> Seasonal EDR 69.94 <br> Seasonal I305 16.75 <br> Seasonal I380 388.9 <br>
2004,Spring,39073,Hocking,OH,NA,Hocking <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39073,Hocking,OH,NA,Hocking <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39073,Hocking,OH,496.02,Hocking <br> Seasonal EDR 29.64 <br> Seasonal I305 4.31 <br> Seasonal I380 214.85 <br>
2004,Fall,39075,Holmes,OH,1173.63,Holmes <br> Seasonal EDR 66.95 <br> Seasonal I305 16.54 <br> Seasonal I380 381.54 <br>
2004,Spring,39075,Holmes,OH,NA,Holmes <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39075,Holmes,OH,NA,Holmes <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39075,Holmes,OH,380.3,Holmes <br> Seasonal EDR 23.26 <br> Seasonal I305 3.09 <br> Seasonal I380 161.85 <br>
2004,Fall,39077,Huron,OH,1135.49,Huron <br> Seasonal EDR 65.09 <br> Seasonal I305 13.34 <br> Seasonal I380 390.49 <br>
2004,Spring,39077,Huron,OH,NA,Huron <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39077,Huron,OH,NA,Huron <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Winter,39077,Huron,OH,298.4,Huron <br> Seasonal EDR 18.25 <br> Seasonal I305 2.17 <br> Seasonal I380 133.48 <br>
2004,Fall,39079,Jackson,OH,1375.22,Jackson <br> Seasonal EDR 78.22 <br> Seasonal I305 16.77 <br> Seasonal I380 378.24 <br>
2004,Spring,39079,Jackson,OH,NA,Jackson <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2004,Summer,39079,Jackson,OH,NA,Jackson <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
